S,D,SD,seed,miss,method,rho,top_misrank
0.05,1.0,0.05,11,biased,irt,1.0,0
0.05,1.0,0.05,11,mcar,avg,1.0,0
0.05,1.0,0.05,12,biased,avg,1.0,0
0.05,1.0,0.05,12,biased,irt,1.0,0
0.05,1.0,0.05,12,mcar,avg,1.0,0
0.05,1.0,0.05,13,biased,avg,1.0,0
0.05,1.0,0.05,13,biased,irt,1.0,0
0.05,1.0,0.05,13,mcar,avg,1.0,0
0.05,1.0,0.05,14,biased,avg,1.0,0
0.05,1.0,0.05,14,biased,irt,1.0,0
0.05,1.0,0.05,14,mcar,avg,1.0,0
0.05,1.5,0.075,0,biased,avg,1.0,0
0.05,1.5,0.075,0,biased,irt,1.0,0
0.05,1.5,0.075,0,mcar,avg,1.0,0
0.05,1.5,0.075,1,biased,avg,1.0,0
0.05,1.5,0.075,1,biased,irt,1.0,0
0.05,1.5,0.075,1,mcar,avg,1.0,0
0.05,1.5,0.075,2,biased,avg,1.0,0
0.05,1.5,0.075,2,biased,irt,1.0,0
0.05,1.5,0.075,2,mcar,avg,1.0,0
0.05,1.5,0.075,3,biased,avg,1.0,0
0.05,1.5,0.075,3,biased,irt,1.0,0
0.05,1.5,0.075,3,mcar,avg,1.0,0
0.05,1.5,0.075,4,biased,avg,1.0,0
0.05,1.5,0.075,4,biased,irt,1.0,0
0.05,1.5,0.075,4,mcar,avg,1.0,0
0.05,1.5,0.075,5,biased,avg,1.0,0
0.05,1.5,0.075,5,biased,irt,1.0,0
0.05,1.5,0.075,5,mcar,avg,1.0,0
0.05,1.5,0.075,6,biased,avg,1.0,0
0.05,1.5,0.075,6,biased,irt,1.0,0
0.05,1.5,0.075,6,mcar,avg,1.0,0
0.05,1.5,0.075,7,biased,avg,1.0,0
0.05,1.5,0.075,7,biased,irt,1.0,0
0.05,1.5,0.075,7,mcar,avg,1.0,0
0.05,1.5,0.075,8,biased,avg,1.0,0
0.05,1.5,0.075,8,biased,irt,1.0,0
0.05,1.5,0.075,8,mcar,avg,1.0,0
0.05,1.5,0.075,9,biased,avg,1.0,0
0.05,1.5,0.075,9,biased,irt,1.0,0
0.05,1.5,0.075,9,mcar,avg,1.0,0
0.05,1.5,0.075,10,biased,avg,1.0,0
0.05,1.5,0.075,10,biased,irt,1.0,0
0.05,1.5,0.075,10,mcar,avg,1.0,0
0.05,1.5,0.075,11,biased,avg,1.0,0
0.05,1.5,0.075,11,biased,irt,1.0,0
0.05,1.5,0.075,11,mcar,avg,1.0,0
0.05,1.5,0.075,12,biased,avg,1.0,0
0.05,1.5,0.075,12,biased,irt,1.0,0
0.05,1.5,0.075,12,mcar,avg,1.0,0
0.05,1.5,0.075,13,biased,avg,1.0,0
0.05,1.5,0.075,13,biased,irt,1.0,0
0.05,1.5,0.075,13,mcar,avg,1.0,0
0.05,1.5,0.075,14,biased,avg,1.0,0
0.05,1.5,0.075,14,biased,irt,1.0,0
0.05,1.5,0.075,14,mcar,avg,1.0,0
0.05,2.0,0.1,0,biased,avg,1.0,0
0.05,2.0,0.1,0,biased,irt,1.0,0
0.05,2.0,0.1,0,mcar,avg,1.0,0
0.05,2.0,0.1,1,biased,avg,1.0,0
0.05,2.0,0.1,1,biased,irt,1.0,0
0.05,2.0,0.1,1,mcar,avg,1.0,0
0.05,2.0,0.1,2,biased,avg,1.0,0
0.05,2.0,0.1,2,biased,irt,1.0,0
0.05,2.0,0.1,2,mcar,avg,1.0,0
0.05,2.0,0.1,3,biased,avg,1.0,0
0.05,2.0,0.1,3,biased,irt,1.0,0
0.05,2.0,0.1,3,mcar,avg,1.0,0
0.05,2.0,0.1,4,biased,avg,1.0,0
0.05,2.0,0.1,4,biased,irt,1.0,0
0.05,2.0,0.1,4,mcar,avg,1.0,0
0.05,2.0,0.1,5,biased,avg,1.0,0
0.05,2.0,0.1,5,biased,irt,1.0,0
0.05,2.0,0.1,5,mcar,avg,1.0,0
0.05,2.0,0.1,6,biased,avg,1.0,0
0.05,2.0,0.1,6,biased,irt,1.0,0
0.05,2.0,0.1,6,mcar,avg,1.0,0
0.05,2.0,0.1,7,biased,avg,1.0,0
0.05,2.0,0.1,7,biased,irt,1.0,0
0.05,2.0,0.1,7,mcar,avg,1.0,0
0.05,2.0,0.1,8,biased,avg,1.0,0
0.05,2.0,0.1,8,biased,irt,1.0,0
0.05,2.0,0.1,8,mcar,avg,1.0,0
0.05,2.0,0.1,9,biased,avg,1.0,0
0.05,2.0,0.1,9,biased,irt,1.0,0
0.05,2.0,0.1,9,mcar,avg,1.0,0
0.05,2.0,0.1,10,biased,avg,1.0,0
0.05,2.0,0.1,10,biased,irt,1.0,0
0.05,2.0,0.1,10,mcar,avg,1.0,0
0.05,2.0,0.1,11,biased,avg,1.0,0
0.05,2.0,0.1,11,biased,irt,1.0,0
0.05,2.0,0.1,11,mcar,avg,1.0,0
0.05,2.0,0.1,12,biased,avg,1.0,0
0.05,2.0,0.1,12,biased,irt,1.0,0
0.05,2.0,0.1,12,mcar,avg,1.0,0
0.05,2.0,0.1,13,biased,avg,1.0,0
0.05,2.0,0.1,13,biased,irt,1.0,0
0.05,2.0,0.1,13,mcar,avg,1.0,0
0.05,2.0,0.1,14,biased,avg,1.0,0
0.05,2.0,0.1,14,biased,irt,1.0,0
0.05,2.0,0.1,14,mcar,avg,1.0,0
0.05,2.5,0.125,0,biased,avg,1.0,0
0.05,2.5,0.125,0,biased,irt,1.0,0
0.05,2.5,0.125,0,mcar,avg,1.0,0
0.05,2.5,0.125,1,biased,avg,1.0,0
0.05,2.5,0.125,1,biased,irt,1.0,0
0.05,2.5,0.125,1,mcar,avg,1.0,0
0.05,2.5,0.125,2,biased,avg,1.0,0
0.05,2.5,0.125,2,biased,irt,1.0,0
0.05,2.5,0.125,2,mcar,avg,1.0,0
0.05,2.5,0.125,3,biased,avg,1.0,0
0.05,2.5,0.125,3,biased,irt,1.0,0
0.05,2.5,0.125,3,mcar,avg,1.0,0
0.05,2.5,0.125,4,biased,avg,1.0,0
0.05,2.5,0.125,4,biased,irt,1.0,0
0.05,2.5,0.125,4,mcar,avg,1.0,0
0.05,2.5,0.125,5,biased,avg,1.0,0
0.05,2.5,0.125,5,biased,irt,1.0,0
0.05,2.5,0.125,5,mcar,avg,1.0,0
0.05,2.5,0.125,6,biased,avg,1.0,0
0.05,2.5,0.125,6,biased,irt,1.0,0
0.05,2.5,0.125,6,mcar,avg,1.0,0
0.05,2.5,0.125,7,biased,avg,1.0,0
0.05,2.5,0.125,7,biased,irt,1.0,0
0.05,2.5,0.125,7,mcar,avg,1.0,0
0.05,2.5,0.125,8,biased,avg,1.0,0
0.05,2.5,0.125,8,biased,irt,1.0,0
0.05,2.5,0.125,8,mcar,avg,1.0,0
0.05,2.5,0.125,9,biased,avg,1.0,0
0.05,2.5,0.125,9,biased,irt,1.0,0
0.05,2.5,0.125,9,mcar,avg,1.0,0
0.05,2.5,0.125,10,biased,avg,1.0,0
0.05,2.5,0.125,10,biased,irt,1.0,0
0.05,2.5,0.125,10,mcar,avg,1.0,0
0.05,2.5,0.125,11,biased,avg,1.0,0
0.05,2.5,0.125,11,biased,irt,1.0,0
0.05,2.5,0.125,11,mcar,avg,1.0,0
0.05,2.5,0.125,12,biased,avg,1.0,0
0.05,2.5,0.125,12,biased,irt,1.0,0
0.05,2.5,0.125,12,mcar,avg,1.0,0
0.05,2.5,0.125,13,biased,avg,1.0,0
0.05,2.5,0.125,13,biased,irt,1.0,0
0.05,2.5,0.125,13,mcar,avg,1.0,0
0.05,2.5,0.125,14,biased,avg,1.0,0
0.05,2.5,0.125,14,biased,irt,1.0,0
0.05,2.5,0.125,14,mcar,avg,1.0,0
0.05,3.0,0.15,0,biased,avg,1.0,0
0.05,3.0,0.15,0,biased,irt,1.0,0
0.05,3.0,0.15,0,mcar,avg,1.0,0
0.05,3.0,0.15,1,biased,avg,1.0,0
0.05,3.0,0.15,1,biased,irt,1.0,0
0.05,3.0,0.15,1,mcar,avg,1.0,0
0.05,3.0,0.15,2,biased,avg,1.0,0
0.05,3.0,0.15,2,biased,irt,1.0,0
0.05,3.0,0.15,2,mcar,avg,1.0,0
0.05,3.0,0.15,3,biased,avg,0.9879,0
0.05,3.0,0.15,3,biased,irt,1.0,0
0.05,3.0,0.15,3,mcar,avg,1.0,0
0.05,3.0,0.15,4,biased,avg,1.0,0
0.05,3.0,0.15,4,biased,irt,1.0,0
0.05,3.0,0.15,4,mcar,avg,1.0,0
0.05,3.0,0.15,5,biased,avg,1.0,0
0.05,3.0,0.15,5,biased,irt,1.0,0
0.05,3.0,0.15,5,mcar,avg,1.0,0
0.05,3.0,0.15,6,biased,avg,1.0,0
0.05,3.0,0.15,6,biased,irt,1.0,0
0.05,3.0,0.15,6,mcar,avg,0.9879,0
0.05,3.0,0.15,7,biased,avg,1.0,0
0.05,3.0,0.15,7,biased,irt,1.0,0
0.05,3.0,0.15,7,mcar,avg,1.0,0
0.05,3.0,0.15,8,biased,avg,1.0,0
0.05,3.0,0.15,8,biased,irt,1.0,0
0.05,3.0,0.15,8,mcar,avg,1.0,0
0.05,3.0,0.15,9,biased,avg,1.0,0
0.05,3.0,0.15,9,biased,irt,1.0,0
0.05,3.0,0.15,9,mcar,avg,1.0,0
0.05,3.0,0.15,10,biased,avg,1.0,0
0.05,3.0,0.15,10,biased,irt,1.0,0
0.05,3.0,0.15,10,mcar,avg,1.0,0
0.05,3.0,0.15,11,biased,avg,1.0,0
0.05,3.0,0.15,11,biased,irt,1.0,0
0.05,3.0,0.15,11,mcar,avg,1.0,0
0.05,3.0,0.15,12,biased,avg,1.0,0
0.05,3.0,0.15,12,biased,irt,1.0,0
0.05,3.0,0.15,12,mcar,avg,0.9879,0
0.05,3.0,0.15,13,biased,avg,1.0,0
0.05,3.0,0.15,13,biased,irt,1.0,0
0.05,3.0,0.15,13,mcar,avg,1.0,0
0.05,3.0,0.15,14,biased,avg,1.0,0
0.05,3.0,0.15,14,biased,irt,1.0,0
0.05,3.0,0.15,14,mcar,avg,1.0,0
0.05,3.5,0.175,0,biased,avg,1.0,0
0.05,3.5,0.175,0,biased,irt,1.0,0
0.05,3.5,0.175,0,mcar,avg,1.0,0
0.05,3.5,0.175,1,biased,avg,1.0,0
0.05,3.5,0.175,1,biased,irt,1.0,0
0.05,3.5,0.175,1,mcar,avg,0.9879,0
0.05,3.5,0.175,2,biased,avg,1.0,0
0.05,3.5,0.175,2,biased,irt,1.0,0
0.05,3.5,0.175,2,mcar,avg,0.9879,0
0.05,3.5,0.175,3,biased,avg,1.0,0
0.05,3.5,0.175,3,biased,irt,1.0,0
0.05,3.5,0.175,3,mcar,avg,0.9879,0
0.05,3.5,0.175,4,biased,avg,1.0,0
0.05,3.5,0.175,4,biased,irt,1.0,0
0.05,3.5,0.175,4,mcar,avg,1.0,0
0.05,3.5,0.175,5,biased,avg,1.0,0
0.05,3.5,0.175,5,biased,irt,1.0,0
0.05,3.5,0.175,5,mcar,avg,1.0,0
0.05,3.5,0.175,6,biased,avg,1.0,0
0.05,3.5,0.175,6,biased,irt,1.0,0
0.05,3.5,0.175,6,mcar,avg,1.0,0
0.05,3.5,0.175,7,biased,avg,1.0,0
0.05,3.5,0.175,7,biased,irt,1.0,0
0.05,3.5,0.175,7,mcar,avg,1.0,0
0.05,3.5,0.175,8,biased,avg,1.0,0
0.05,3.5,0.175,8,biased,irt,1.0,0
0.05,3.5,0.175,8,mcar,avg,1.0,0
0.05,3.5,0.175,9,biased,avg,1.0,0
0.05,3.5,0.175,9,biased,irt,1.0,0
0.05,3.5,0.175,9,mcar,avg,1.0,0
0.05,3.5,0.175,10,biased,avg,1.0,0
0.05,3.5,0.175,10,biased,irt,1.0,0
0.05,3.5,0.175,10,mcar,avg,1.0,0
0.05,3.5,0.175,11,biased,avg,1.0,0
0.05,3.5,0.175,11,biased,irt,1.0,0
0.05,3.5,0.175,11,mcar,avg,0.9879,0
0.05,3.5,0.175,12,biased,avg,1.0,0
0.05,3.5,0.175,12,biased,irt,1.0,0
0.05,3.5,0.175,12,mcar,avg,1.0,0
0.05,3.5,0.175,13,biased,avg,1.0,0
0.05,3.5,0.175,13,biased,irt,1.0,0
0.05,3.5,0.175,13,mcar,avg,1.0,0
0.05,3.5,0.175,14,biased,avg,1.0,0
0.05,3.5,0.175,14,biased,irt,1.0,0
0.05,3.5,0.175,14,mcar,avg,1.0,0
0.05,4.0,0.2,0,biased,avg,1.0,0
0.05,4.0,0.2,0,biased,irt,1.0,0
0.05,4.0,0.2,0,mcar,avg,1.0,0
0.05,4.0,0.2,1,biased,avg,1.0,0
0.05,4.0,0.2,1,biased,irt,1.0,0
0.05,4.0,0.2,1,mcar,avg,1.0,0
0.05,4.0,0.2,2,biased,avg,1.0,0
0.05,4.0,0.2,2,biased,irt,1.0,0
0.05,4.0,0.2,2,mcar,avg,1.0,0
0.05,4.0,0.2,3,biased,avg,1.0,0
0.05,4.0,0.2,3,biased,irt,1.0,0
0.05,4.0,0.2,3,mcar,avg,1.0,0
0.05,4.0,0.2,4,biased,avg,1.0,0
0.05,4.0,0.2,4,biased,irt,1.0,0
0.05,4.0,0.2,4,mcar,avg,1.0,0
0.05,4.0,0.2,5,biased,avg,1.0,0
0.05,4.0,0.2,5,biased,irt,1.0,0
0.05,4.0,0.2,5,mcar,avg,1.0,0
0.05,4.0,0.2,6,biased,avg,1.0,0
0.05,4.0,0.2,6,biased,irt,1.0,0
0.05,4.0,0.2,6,mcar,avg,1.0,0
0.05,4.0,0.2,7,biased,avg,1.0,0
0.05,4.0,0.2,7,biased,irt,1.0,0
0.05,4.0,0.2,7,mcar,avg,0.9879,0
0.05,4.0,0.2,8,biased,avg,1.0,0
0.05,4.0,0.2,8,biased,irt,1.0,0
0.05,4.0,0.2,8,mcar,avg,1.0,0
0.05,4.0,0.2,9,biased,avg,1.0,0
0.05,4.0,0.2,9,biased,irt,1.0,0
0.05,4.0,0.2,9,mcar,avg,1.0,0
0.05,4.0,0.2,10,biased,avg,1.0,0
0.05,4.0,0.2,10,biased,irt,1.0,0
0.05,4.0,0.2,10,mcar,avg,0.9879,0
0.05,4.0,0.2,11,biased,avg,1.0,0
0.05,4.0,0.2,11,biased,irt,1.0,0
0.05,4.0,0.2,11,mcar,avg,1.0,0
0.05,4.0,0.2,12,biased,avg,1.0,0
0.05,4.0,0.2,12,biased,irt,1.0,0
0.05,4.0,0.2,12,mcar,avg,1.0,0
0.05,4.0,0.2,13,biased,avg,1.0,0
0.05,4.0,0.2,13,biased,irt,1.0,0
0.05,4.0,0.2,13,mcar,avg,1.0,0
0.05,4.0,0.2,14,biased,avg,1.0,0
0.05,4.0,0.2,14,biased,irt,1.0,0
0.05,4.0,0.2,14,mcar,avg,1.0,0
0.05,4.5,0.225,0,biased,avg,1.0,0
0.05,4.5,0.225,0,biased,irt,1.0,0
0.05,4.5,0.225,0,mcar,avg,1.0,0
0.05,4.5,0.225,1,biased,avg,1.0,0
0.05,4.5,0.225,1,biased,irt,1.0,0
0.05,4.5,0.225,1,mcar,avg,1.0,0
0.05,4.5,0.225,2,biased,avg,1.0,0
0.05,4.5,0.225,2,biased,irt,1.0,0
0.05,4.5,0.225,2,mcar,avg,1.0,0
0.05,4.5,0.225,3,biased,avg,1.0,0
0.05,4.5,0.225,3,biased,irt,1.0,0
0.05,4.5,0.225,3,mcar,avg,1.0,0
0.05,4.5,0.225,4,biased,avg,0.9879,0
0.05,4.5,0.225,4,biased,irt,1.0,0
0.05,4.5,0.225,4,mcar,avg,1.0,0
0.05,4.5,0.225,5,biased,avg,1.0,0
0.05,4.5,0.225,5,biased,irt,1.0,0
0.05,4.5,0.225,5,mcar,avg,1.0,0
0.05,4.5,0.225,6,biased,avg,1.0,0
0.05,4.5,0.225,6,biased,irt,1.0,0
0.05,4.5,0.225,6,mcar,avg,1.0,0
0.05,4.5,0.225,7,biased,avg,1.0,0
0.05,4.5,0.225,7,biased,irt,1.0,0
0.05,4.5,0.225,7,mcar,avg,0.9879,0
0.05,4.5,0.225,8,biased,avg,1.0,0
0.05,4.5,0.225,8,biased,irt,1.0,0
0.05,4.5,0.225,8,mcar,avg,0.9879,0
0.05,4.5,0.225,9,biased,avg,1.0,0
0.05,4.5,0.225,9,biased,irt,1.0,0
0.05,4.5,0.225,9,mcar,avg,1.0,0
0.05,4.5,0.225,10,biased,avg,1.0,0
0.05,4.5,0.225,10,biased,irt,1.0,0
0.05,4.5,0.225,10,mcar,avg,0.9879,0
0.05,4.5,0.225,11,biased,avg,1.0,0
0.05,4.5,0.225,11,biased,irt,1.0,0
0.05,4.5,0.225,11,mcar,avg,1.0,0
0.05,4.5,0.225,12,biased,avg,1.0,0
0.05,4.5,0.225,12,biased,irt,1.0,0
0.05,4.5,0.225,12,mcar,avg,1.0,0
0.05,4.5,0.225,13,biased,avg,1.0,0
0.05,4.5,0.225,13,biased,irt,1.0,0
0.05,4.5,0.225,13,mcar,avg,1.0,0
0.05,4.5,0.225,14,biased,avg,1.0,0
0.05,4.5,0.225,14,biased,irt,1.0,0
0.05,4.5,0.225,14,mcar,avg,1.0,0
0.05,5.0,0.25,0,biased,avg,1.0,0
0.05,5.0,0.25,0,biased,irt,1.0,0
0.05,5.0,0.25,0,mcar,avg,0.9758,0
0.05,5.0,0.25,1,biased,avg,1.0,0
0.05,5.0,0.25,1,biased,irt,1.0,0
0.05,5.0,0.25,1,mcar,avg,0.9879,0
0.05,5.0,0.25,2,biased,avg,1.0,0
0.05,5.0,0.25,2,biased,irt,1.0,0
0.05,5.0,0.25,2,mcar,avg,1.0,0
0.05,5.0,0.25,3,biased,avg,1.0,0
0.05,5.0,0.25,3,biased,irt,1.0,0
0.05,5.0,0.25,3,mcar,avg,1.0,0
0.05,5.0,0.25,4,biased,avg,1.0,0
0.05,5.0,0.25,4,biased,irt,1.0,0
0.05,5.0,0.25,4,mcar,avg,1.0,0
0.05,5.0,0.25,5,biased,avg,1.0,0
0.05,5.0,0.25,5,biased,irt,1.0,0
0.05,5.0,0.25,5,mcar,avg,0.9879,0
0.05,5.0,0.25,6,biased,avg,0.9879,0
0.05,5.0,0.25,6,biased,irt,1.0,0
0.05,5.0,0.25,6,mcar,avg,0.9758,0
0.05,5.0,0.25,7,biased,avg,1.0,0
0.05,5.0,0.25,7,biased,irt,1.0,0
0.05,5.0,0.25,7,mcar,avg,1.0,0
0.05,5.0,0.25,8,biased,avg,1.0,0
0.05,5.0,0.25,8,biased,irt,1.0,0
0.05,5.0,0.25,8,mcar,avg,0.9879,0
0.05,5.0,0.25,9,biased,avg,1.0,0
0.05,5.0,0.25,9,biased,irt,1.0,0
0.05,5.0,0.25,9,mcar,avg,0.9879,0
0.05,5.0,0.25,10,biased,avg,1.0,0
0.05,5.0,0.25,10,biased,irt,1.0,0
0.05,5.0,0.25,10,mcar,avg,1.0,0
0.05,5.0,0.25,11,biased,avg,1.0,0
0.05,5.0,0.25,11,biased,irt,1.0,0
0.05,5.0,0.25,11,mcar,avg,1.0,0
0.05,5.0,0.25,12,biased,avg,1.0,0
0.05,5.0,0.25,12,biased,irt,1.0,0
0.05,5.0,0.25,12,mcar,avg,0.9879,0
0.05,5.0,0.25,13,biased,avg,1.0,0
0.05,5.0,0.25,13,biased,irt,1.0,0
0.05,5.0,0.25,13,mcar,avg,0.9879,0
0.05,5.0,0.25,14,biased,avg,1.0,0
0.05,5.0,0.25,14,biased,irt,1.0,0
0.05,5.0,0.25,14,mcar,avg,1.0,0
0.1,0.5,0.05,0,biased,avg,1.0,0
0.1,0.5,0.05,0,biased,irt,1.0,0
0.1,0.5,0.05,0,mcar,avg,1.0,0
0.1,0.5,0.05,1,biased,avg,1.0,0
0.1,0.5,0.05,1,biased,irt,1.0,0
0.1,0.5,0.05,1,mcar,avg,1.0,0
0.1,0.5,0.05,2,biased,avg,1.0,0
0.1,0.5,0.05,2,biased,irt,1.0,0
0.1,0.5,0.05,2,mcar,avg,1.0,0
0.1,0.5,0.05,3,biased,avg,0.9879,0
0.1,0.5,0.05,3,biased,irt,1.0,0
0.1,0.5,0.05,3,mcar,avg,1.0,0
0.1,0.5,0.05,4,biased,avg,1.0,0
0.1,0.5,0.05,4,biased,irt,1.0,0
0.1,0.5,0.05,4,mcar,avg,1.0,0
0.1,0.5,0.05,5,biased,avg,1.0,0
0.1,0.5,0.05,5,biased,irt,1.0,0
0.1,0.5,0.05,5,mcar,avg,1.0,0
0.1,0.5,0.05,6,biased,avg,1.0,0
0.1,0.5,0.05,6,biased,irt,1.0,0
0.1,0.5,0.05,6,mcar,avg,1.0,0
0.1,0.5,0.05,7,biased,avg,1.0,0
0.1,0.5,0.05,7,biased,irt,1.0,0
0.1,0.5,0.05,7,mcar,avg,1.0,0
0.1,0.5,0.05,8,biased,avg,1.0,0
0.1,0.5,0.05,8,biased,irt,1.0,0
0.1,0.5,0.05,8,mcar,avg,1.0,0
0.1,0.5,0.05,9,biased,avg,1.0,0
0.1,0.5,0.05,9,biased,irt,1.0,0
0.1,0.5,0.05,9,mcar,avg,1.0,0
0.1,0.5,0.05,10,biased,avg,1.0,0
0.1,0.5,0.05,10,biased,irt,1.0,0
0.1,0.5,0.05,10,mcar,avg,1.0,0
0.1,0.5,0.05,11,biased,avg,0.9879,0
0.1,0.5,0.05,11,biased,irt,1.0,0
0.1,0.5,0.05,11,mcar,avg,1.0,0
0.1,0.5,0.05,12,biased,avg,1.0,0
0.1,0.5,0.05,12,biased,irt,1.0,0
0.1,0.5,0.05,12,mcar,avg,1.0,0
0.1,0.5,0.05,13,biased,avg,1.0,0
0.1,0.5,0.05,13,biased,irt,1.0,0
0.1,0.5,0.05,13,mcar,avg,1.0,0
0.1,0.5,0.05,14,biased,avg,1.0,0
0.1,0.5,0.05,14,biased,irt,1.0,0
0.1,0.5,0.05,14,mcar,avg,1.0,0
0.1,1.0,0.1,0,biased,avg,1.0,0
0.1,1.0,0.1,0,biased,irt,1.0,0
0.1,1.0,0.1,0,mcar,avg,0.9879,0
0.1,1.0,0.1,1,biased,avg,1.0,0
0.1,1.0,0.1,1,biased,irt,1.0,0
0.1,1.0,0.1,1,mcar,avg,1.0,0
0.1,1.0,0.1,2,biased,avg,1.0,0
0.1,1.0,0.1,2,biased,irt,1.0,0
0.1,1.0,0.1,2,mcar,avg,1.0,0
0.1,1.0,0.1,3,biased,avg,1.0,0
0.1,1.0,0.1,3,biased,irt,1.0,0
0.1,1.0,0.1,3,mcar,avg,1.0,0
0.1,1.0,0.1,4,biased,avg,1.0,0
0.1,1.0,0.1,4,biased,irt,1.0,0
0.1,1.0,0.1,4,mcar,avg,1.0,0
0.1,1.0,0.1,5,biased,avg,1.0,0
0.1,1.0,0.1,5,biased,irt,1.0,0
0.1,1.0,0.1,5,mcar,avg,1.0,0
0.1,1.0,0.1,6,biased,avg,1.0,0
0.1,1.0,0.1,6,biased,irt,1.0,0
0.1,1.0,0.1,6,mcar,avg,1.0,0
0.1,1.0,0.1,7,biased,avg,1.0,0
0.1,1.0,0.1,7,biased,irt,1.0,0
0.1,1.0,0.1,7,mcar,avg,1.0,0
0.1,1.0,0.1,8,biased,avg,1.0,0
0.1,1.0,0.1,8,biased,irt,1.0,0
0.1,1.0,0.1,8,mcar,avg,1.0,0
0.1,1.0,0.1,9,biased,avg,1.0,0
0.1,1.0,0.1,9,biased,irt,1.0,0
0.1,1.0,0.1,9,mcar,avg,1.0,0
0.1,1.0,0.1,10,biased,avg,1.0,0
0.1,1.0,0.1,10,biased,irt,1.0,0
0.1,1.0,0.1,10,mcar,avg,1.0,0
0.1,1.0,0.1,11,biased,avg,1.0,0
0.1,1.0,0.1,11,biased,irt,1.0,0
0.1,1.0,0.1,11,mcar,avg,1.0,0
0.1,1.0,0.1,12,biased,avg,1.0,0
0.1,1.0,0.1,12,biased,irt,1.0,0
0.1,1.0,0.1,12,mcar,avg,1.0,0
0.1,1.0,0.1,13,biased,avg,1.0,0
0.1,1.0,0.1,13,biased,irt,1.0,0
0.1,1.0,0.1,13,mcar,avg,1.0,0
0.1,1.0,0.1,14,biased,avg,1.0,0
0.1,1.0,0.1,14,biased,irt,1.0,0
0.1,1.0,0.1,14,mcar,avg,1.0,0
0.1,1.5,0.15,0,biased,avg,1.0,0
0.1,1.5,0.15,0,biased,irt,1.0,0
0.1,1.5,0.15,0,mcar,avg,1.0,0
0.1,1.5,0.15,1,biased,avg,1.0,0
0.1,1.5,0.15,1,biased,irt,1.0,0
0.1,1.5,0.15,1,mcar,avg,1.0,0
0.1,1.5,0.15,2,biased,avg,1.0,0
0.1,1.5,0.15,2,biased,irt,1.0,0
0.1,1.5,0.15,2,mcar,avg,1.0,0
0.1,1.5,0.15,3,biased,avg,1.0,0
0.1,1.5,0.15,3,biased,irt,1.0,0
0.1,1.5,0.15,3,mcar,avg,1.0,0
0.1,1.5,0.15,4,biased,avg,1.0,0
0.1,1.5,0.15,4,biased,irt,1.0,0
0.1,1.5,0.15,4,mcar,avg,1.0,0
0.1,1.5,0.15,5,biased,avg,1.0,0
0.1,1.5,0.15,5,biased,irt,1.0,0
0.1,1.5,0.15,5,mcar,avg,1.0,0
0.1,1.5,0.15,6,biased,avg,1.0,0
0.1,1.5,0.15,6,biased,irt,1.0,0
0.1,1.5,0.15,6,mcar,avg,1.0,0
0.1,1.5,0.15,7,biased,avg,1.0,0
0.1,1.5,0.15,7,biased,irt,1.0,0
0.1,1.5,0.15,7,mcar,avg,1.0,0
0.1,1.5,0.15,8,biased,avg,1.0,0
0.1,1.5,0.15,8,biased,irt,1.0,0
0.1,1.5,0.15,8,mcar,avg,1.0,0
0.1,1.5,0.15,9,biased,avg,1.0,0
0.1,1.5,0.15,9,biased,irt,1.0,0
0.1,1.5,0.15,9,mcar,avg,1.0,0
0.1,1.5,0.15,10,biased,avg,1.0,0
0.1,1.5,0.15,10,biased,irt,1.0,0
0.1,1.5,0.15,10,mcar,avg,1.0,0
0.1,1.5,0.15,11,biased,avg,1.0,0
0.1,1.5,0.15,11,biased,irt,1.0,0
0.1,1.5,0.15,11,mcar,avg,1.0,0
0.1,1.5,0.15,12,biased,avg,1.0,0
0.1,1.5,0.15,12,biased,irt,1.0,0
0.1,1.5,0.15,12,mcar,avg,1.0,0
0.1,1.5,0.15,13,biased,avg,0.9879,0
0.1,1.5,0.15,13,biased,irt,1.0,0
0.1,1.5,0.15,13,mcar,avg,1.0,0
0.1,1.5,0.15,14,biased,avg,1.0,0
0.1,1.5,0.15,14,biased,irt,1.0,0
0.1,1.5,0.15,14,mcar,avg,1.0,0
0.1,2.0,0.2,0,biased,avg,1.0,0
0.1,2.0,0.2,0,biased,irt,1.0,0
0.1,2.0,0.2,0,mcar,avg,1.0,0
0.1,2.0,0.2,1,biased,avg,1.0,0
0.1,2.0,0.2,1,biased,irt,1.0,0
0.1,2.0,0.2,1,mcar,avg,1.0,0
0.1,2.0,0.2,2,biased,avg,1.0,0
0.1,2.0,0.2,2,biased,irt,1.0,0
0.1,2.0,0.2,2,mcar,avg,1.0,0
0.1,2.0,0.2,3,biased,avg,1.0,0
0.1,2.0,0.2,3,biased,irt,1.0,0
0.1,2.0,0.2,3,mcar,avg,1.0,0
0.1,2.0,0.2,4,biased,avg,0.9879,0
0.1,2.0,0.2,4,biased,irt,1.0,0
0.1,2.0,0.2,4,mcar,avg,1.0,0
0.1,2.0,0.2,5,biased,avg,1.0,0
0.1,2.0,0.2,5,biased,irt,1.0,0
0.1,2.0,0.2,5,mcar,avg,1.0,0
0.1,2.0,0.2,6,biased,avg,1.0,0
0.1,2.0,0.2,6,biased,irt,1.0,0
0.1,2.0,0.2,6,mcar,avg,1.0,0
0.1,2.0,0.2,7,biased,avg,1.0,0
0.1,2.0,0.2,7,biased,irt,1.0,0
